case,method,workers,seconds,minimum,maximum,repeats,max_difference,thread_difference,speedup
quantlet_zero_2000,gd,1,0.6906953749712557,0.6906953749712557,0.6906953749712557,1,9.329775512711969e-07,0.0,1.0
quantlet_zero_2000,gd,4,0.21064295899122953,0.21064295899122953,0.21064295899122953,1,9.329775512711969e-07,1.3196140942126067e-07,3.2789862916804826
quantlet_zero_2000,quantlet,1,15.636067582992837,15.636067582992837,15.636067582992837,1,0.0,0.0,1.0
your_gd_1000,gd,1,0.8480086659546942,0.8480086659546942,0.8480086659546942,1,9.103396476257963e-07,0.0,1.0
your_gd_1000,gd,4,0.236592874978669,0.236592874978669,0.236592874978669,1,9.103396476257963e-07,5.565493269577004e-07,3.584252763449237
your_gd_1000,quantlet,1,6.2481985409976915,6.2481985409976915,6.2481985409976915,1,0.0,0.0,1.0
