power,seconds_at_1000,doubling_factor,r_squared_log,point_count,n_min,n_max,method,workers,label,shared_power,shared_seconds_at_1000,shared_doubling_factor,shared_r_squared_log,shared_point_count,shared_n_min,shared_n_max
1.810070263723008,6.037553786061173,3.5065936630924894,0.9997303450352795,7,1000,13667,quantlet,1,QuantLet · 1 thread,1.810070263723008,6.037553786061173,3.5065936630924894,0.9997303450352795,7,1000,13667
1.9969096197533047,0.8767417422367207,3.991440817116419,0.9997880267018671,10,1000,20000,gd,1,My GD · 1 thread,1.9964159834064994,0.8777471637137301,3.990075328803874,0.9997737122303756,7,1000,13667
1.9961442091451869,0.23838308008472883,3.989323750950363,0.9998682619959086,10,1000,20000,gd,4,My GD · 4 threads,1.9903213242345816,0.24005716703509694,3.973254826336506,0.9998867486201176,7,1000,13667
1.9457995036818434,0.09235318748828386,3.85251214194291,0.9996611594209849,10,1000,20000,gd,12,My GD · 12 threads,1.9242067235340055,0.09463968860344896,3.7952810467953952,0.9998450498336862,7,1000,13667
