model,method,sigma,contamination_probability,contamination_scale,scale_ratio,repeat,stage,window_size,rmse
additive,robust,0.4,0.25,2.5,6.25,1,3,251,0.0249533905901
additive,robust,0.4,0.25,2.5,6.25,1,4,177,0.0258793219923
additive,robust,0.4,0.25,2.5,6.25,1,5,125,0.0300136371373
additive,robust,0.4,0.25,2.5,6.25,1,6,89,0.0343993118012
additive,robust,0.4,0.25,2.5,6.25,1,7,63,0.0400854132135
additive,robust,0.4,0.25,2.5,6.25,1,8,45,0.0480632834455
additive,robust,0.4,0.25,2.5,6.25,1,9,31,0.0647523233633
additive,linear,0.4,0.25,2.5,6.25,2,1,501,0.06446544095
additive,linear,0.4,0.25,2.5,6.25,2,2,355,0.0472207223941
additive,linear,0.4,0.25,2.5,6.25,2,3,251,0.04878254877
additive,linear,0.4,0.25,2.5,6.25,2,4,177,0.060023753423
additive,linear,0.4,0.25,2.5,6.25,2,5,125,0.0862283552172
additive,linear,0.4,0.25,2.5,6.25,2,6,89,0.0901846164922
additive,linear,0.4,0.25,2.5,6.25,2,7,63,0.0934856905943
additive,linear,0.4,0.25,2.5,6.25,2,8,45,0.111783685586
additive,linear,0.4,0.25,2.5,6.25,2,9,31,0.150632715869
additive,robust,0.4,0.25,2.5,6.25,2,1,501,0.0419804429123
additive,robust,0.4,0.25,2.5,6.25,2,2,355,0.0203491734712
additive,robust,0.4,0.25,2.5,6.25,2,3,251,0.0207444097989
additive,robust,0.4,0.25,2.5,6.25,2,4,177,0.0231996470271
additive,robust,0.4,0.25,2.5,6.25,2,5,125,0.030363605519
additive,robust,0.4,0.25,2.5,6.25,2,6,89,0.0348498457159
additive,robust,0.4,0.25,2.5,6.25,2,7,63,0.0370197165435
additive,robust,0.4,0.25,2.5,6.25,2,8,45,0.041408485616
additive,robust,0.4,0.25,2.5,6.25,2,9,31,0.0594480685699
additive,linear,0.4,0.25,3,7.5,0,1,501,0.0843360258775
additive,linear,0.4,0.25,3,7.5,0,2,355,0.0613587439368
additive,linear,0.4,0.25,3,7.5,0,3,251,0.0651449530835
additive,linear,0.4,0.25,3,7.5,0,4,177,0.0843258433771
additive,linear,0.4,0.25,3,7.5,0,5,125,0.0953353717616
additive,linear,0.4,0.25,3,7.5,0,6,89,0.0967368524906
additive,linear,0.4,0.25,3,7.5,0,7,63,0.10961143588
additive,linear,0.4,0.25,3,7.5,0,8,45,0.130423883842
additive,linear,0.4,0.25,3,7.5,0,9,31,0.17013481909
additive,robust,0.4,0.25,3,7.5,0,1,501,0.021065670649
additive,robust,0.4,0.25,3,7.5,0,2,355,0.0183906136646
additive,robust,0.4,0.25,3,7.5,0,3,251,0.0213520930784
additive,robust,0.4,0.25,3,7.5,0,4,177,0.0229341856053
additive,robust,0.4,0.25,3,7.5,0,5,125,0.0284267330219
additive,robust,0.4,0.25,3,7.5,0,6,89,0.0357218038087
additive,robust,0.4,0.25,3,7.5,0,7,63,0.041824666296
additive,robust,0.4,0.25,3,7.5,0,8,45,0.050193811938
additive,robust,0.4,0.25,3,7.5,0,9,31,0.0695817390067
additive,linear,0.4,0.25,3,7.5,1,1,501,0.09210755714
additive,linear,0.4,0.25,3,7.5,1,2,355,0.0535817809443
additive,linear,0.4,0.25,3,7.5,1,3,251,0.0682960836375
additive,linear,0.4,0.25,3,7.5,1,4,177,0.076521119273
additive,linear,0.4,0.25,3,7.5,1,5,125,0.0906397768165
additive,linear,0.4,0.25,3,7.5,1,6,89,0.109220598945
additive,linear,0.4,0.25,3,7.5,1,7,63,0.135864284019
additive,linear,0.4,0.25,3,7.5,1,8,45,0.145671923988
additive,linear,0.4,0.25,3,7.5,1,9,31,0.186842590067
additive,robust,0.4,0.25,3,7.5,1,1,501,0.0218252333507
additive,robust,0.4,0.25,3,7.5,1,2,355,0.0185231683226
additive,robust,0.4,0.25,3,7.5,1,3,251,0.0255882868488
additive,robust,0.4,0.25,3,7.5,1,4,177,0.0264397316332
additive,robust,0.4,0.25,3,7.5,1,5,125,0.0306723498045
additive,robust,0.4,0.25,3,7.5,1,6,89,0.0353667810334
additive,robust,0.4,0.25,3,7.5,1,7,63,0.0411063375367
additive,robust,0.4,0.25,3,7.5,1,8,45,0.0492729306941
additive,robust,0.4,0.25,3,7.5,1,9,31,0.0674186874679
additive,linear,0.4,0.25,3,7.5,2,1,501,0.0725789736796
additive,linear,0.4,0.25,3,7.5,2,2,355,0.0560399824815
additive,linear,0.4,0.25,3,7.5,2,3,251,0.0585157326723
additive,linear,0.4,0.25,3,7.5,2,4,177,0.0721439373043
additive,linear,0.4,0.25,3,7.5,2,5,125,0.103386688587
additive,linear,0.4,0.25,3,7.5,2,6,89,0.107533598752
additive,linear,0.4,0.25,3,7.5,2,7,63,0.111209581192
additive,linear,0.4,0.25,3,7.5,2,8,45,0.13387384221
additive,linear,0.4,0.25,3,7.5,2,9,31,0.180241251888
additive,robust,0.4,0.25,3,7.5,2,1,501,0.0439263394316
additive,robust,0.4,0.25,3,7.5,2,2,355,0.0216466920261
additive,robust,0.4,0.25,3,7.5,2,3,251,0.0221650389387
additive,robust,0.4,0.25,3,7.5,2,4,177,0.0241352079728
additive,robust,0.4,0.25,3,7.5,2,5,125,0.0310960512606
additive,robust,0.4,0.25,3,7.5,2,6,89,0.0354918827037
additive,robust,0.4,0.25,3,7.5,2,7,63,0.0379458739034
additive,robust,0.4,0.25,3,7.5,2,8,45,0.043065955933
additive,robust,0.4,0.25,3,7.5,2,9,31,0.0619812482981
additive,linear,0.4,0.3,1,2.5,0,1,501,0.0345496748775
additive,linear,0.4,0.3,1,2.5,0,2,355,0.0231440387238
additive,linear,0.4,0.3,1,2.5,0,3,251,0.0285160534108
additive,linear,0.4,0.3,1,2.5,0,4,177,0.0337537066066
additive,linear,0.4,0.3,1,2.5,0,5,125,0.0396389593908
additive,linear,0.4,0.3,1,2.5,0,6,89,0.0437605028821
additive,linear,0.4,0.3,1,2.5,0,7,63,0.0485115210391
additive,linear,0.4,0.3,1,2.5,0,8,45,0.0549851790093
additive,linear,0.4,0.3,1,2.5,0,9,31,0.0678655880209
additive,robust,0.4,0.3,1,2.5,0,1,501,0.0198654741528
additive,robust,0.4,0.3,1,2.5,0,2,355,0.016416748067
additive,robust,0.4,0.3,1,2.5,0,3,251,0.0213017173477
additive,robust,0.4,0.3,1,2.5,0,4,177,0.0218176192732
additive,robust,0.4,0.3,1,2.5,0,5,125,0.0256013027636
additive,robust,0.4,0.3,1,2.5,0,6,89,0.0308212613849
additive,robust,0.4,0.3,1,2.5,0,7,63,0.0356539232059
additive,robust,0.4,0.3,1,2.5,0,8,45,0.0412210371442
additive,robust,0.4,0.3,1,2.5,0,9,31,0.0520003036971
additive,linear,0.4,0.3,1,2.5,1,1,501,0.0222640493674
additive,linear,0.4,0.3,1,2.5,1,2,355,0.0252325226991
additive,linear,0.4,0.3,1,2.5,1,3,251,0.0329300097682
additive,linear,0.4,0.3,1,2.5,1,4,177,0.0355792128522
additive,linear,0.4,0.3,1,2.5,1,5,125,0.0407699458136
additive,linear,0.4,0.3,1,2.5,1,6,89,0.0445357789373
additive,linear,0.4,0.3,1,2.5,1,7,63,0.0508576447542
additive,linear,0.4,0.3,1,2.5,1,8,45,0.0554550507703
additive,linear,0.4,0.3,1,2.5,1,9,31,0.0712068048542
additive,robust,0.4,0.3,1,2.5,1,1,501,0.0185494126845
additive,robust,0.4,0.3,1,2.5,1,2,355,0.017024667049
additive,robust,0.4,0.3,1,2.5,1,3,251,0.0232878818336
additive,robust,0.4,0.3,1,2.5,1,4,177,0.0239479038413
additive,robust,0.4,0.3,1,2.5,1,5,125,0.028156834595
additive,robust,0.4,0.3,1,2.5,1,6,89,0.0313588182486
additive,robust,0.4,0.3,1,2.5,1,7,63,0.0343577843276
additive,robust,0.4,0.3,1,2.5,1,8,45,0.0398104698947
additive,robust,0.4,0.3,1,2.5,1,9,31,0.0518732694147
additive,linear,0.4,0.3,1,2.5,2,1,501,0.0676331447675
additive,linear,0.4,0.3,1,2.5,2,2,355,0.0233342097204
additive,linear,0.4,0.3,1,2.5,2,3,251,0.0227272230058
additive,linear,0.4,0.3,1,2.5,2,4,177,0.0243913730924
additive,linear,0.4,0.3,1,2.5,2,5,125,0.0356052052777
additive,linear,0.4,0.3,1,2.5,2,6,89,0.0440093376706
additive,linear,0.4,0.3,1,2.5,2,7,63,0.0475067466046
additive,linear,0.4,0.3,1,2.5,2,8,45,0.0540248642921
additive,linear,0.4,0.3,1,2.5,2,9,31,0.0711005275915
additive,robust,0.4,0.3,1,2.5,2,1,501,0.0470806059914
additive,robust,0.4,0.3,1,2.5,2,2,355,0.0173647920939
additive,robust,0.4,0.3,1,2.5,2,3,251,0.0166500341202
additive,robust,0.4,0.3,1,2.5,2,4,177,0.0186969412598
additive,robust,0.4,0.3,1,2.5,2,5,125,0.0252696707884
additive,robust,0.4,0.3,1,2.5,2,6,89,0.0325030302308
additive,robust,0.4,0.3,1,2.5,2,7,63,0.03491805168
additive,robust,0.4,0.3,1,2.5,2,8,45,0.0387105809904
additive,robust,0.4,0.3,1,2.5,2,9,31,0.0510269790631
additive,linear,0.4,0.3,1.5,3.75,0,1,501,0.0488308643362
additive,linear,0.4,0.3,1.5,3.75,0,2,355,0.0319044108834
additive,linear,0.4,0.3,1.5,3.75,0,3,251,0.0398208056037
additive,linear,0.4,0.3,1.5,3.75,0,4,177,0.0487073919556
additive,linear,0.4,0.3,1.5,3.75,0,5,125,0.0551137113055
additive,linear,0.4,0.3,1.5,3.75,0,6,89,0.0590969489341
additive,linear,0.4,0.3,1.5,3.75,0,7,63,0.0669766837315
additive,linear,0.4,0.3,1.5,3.75,0,8,45,0.0765031563781
additive,linear,0.4,0.3,1.5,3.75,0,9,31,0.0945777393744
additive,robust,0.4,0.3,1.5,3.75,0,1,501,0.0213777708246
additive,robust,0.4,0.3,1.5,3.75,0,2,355,0.0186709754122
additive,robust,0.4,0.3,1.5,3.75,0,3,251,0.0234138480226
additive,robust,0.4,0.3,1.5,3.75,0,4,177,0.0240425606901
additive,robust,0.4,0.3,1.5,3.75,0,5,125,0.0277898811999
additive,robust,0.4,0.3,1.5,3.75,0,6,89,0.0335725234257
additive,robust,0.4,0.3,1.5,3.75,0,7,63,0.0398986721769
additive,robust,0.4,0.3,1.5,3.75,0,8,45,0.0468817917398
additive,robust,0.4,0.3,1.5,3.75,0,9,31,0.0604667425026
additive,linear,0.4,0.3,1.5,3.75,1,1,501,0.0309661828256
additive,linear,0.4,0.3,1.5,3.75,1,2,355,0.033923181594
additive,linear,0.4,0.3,1.5,3.75,1,3,251,0.045209399856
additive,linear,0.4,0.3,1.5,3.75,1,4,177,0.0499022987712
additive,linear,0.4,0.3,1.5,3.75,1,5,125,0.0577219186137
additive,linear,0.4,0.3,1.5,3.75,1,6,89,0.0638762010822
additive,linear,0.4,0.3,1.5,3.75,1,7,63,0.0740208415777
additive,linear,0.4,0.3,1.5,3.75,1,8,45,0.0789663348274
additive,linear,0.4,0.3,1.5,3.75,1,9,31,0.101481449171
additive,robust,0.4,0.3,1.5,3.75,1,1,501,0.0218121193461
additive,robust,0.4,0.3,1.5,3.75,1,2,355,0.0192257842318
additive,robust,0.4,0.3,1.5,3.75,1,3,251,0.0259000057102
additive,robust,0.4,0.3,1.5,3.75,1,4,177,0.0264955444787
additive,robust,0.4,0.3,1.5,3.75,1,5,125,0.0316530495854
additive,robust,0.4,0.3,1.5,3.75,1,6,89,0.0356614362954
additive,robust,0.4,0.3,1.5,3.75,1,7,63,0.0385562099929
additive,robust,0.4,0.3,1.5,3.75,1,8,45,0.044693851066
additive,robust,0.4,0.3,1.5,3.75,1,9,31,0.0600655738848
additive,linear,0.4,0.3,1.5,3.75,2,1,501,0.0886959486653
additive,linear,0.4,0.3,1.5,3.75,2,2,355,0.0339980179589
additive,linear,0.4,0.3,1.5,3.75,2,3,251,0.0330271954799
additive,linear,0.4,0.3,1.5,3.75,2,4,177,0.0347148355124
additive,linear,0.4,0.3,1.5,3.75,2,5,125,0.051396236498
additive,linear,0.4,0.3,1.5,3.75,2,6,89,0.0614282133583
additive,linear,0.4,0.3,1.5,3.75,2,7,63,0.0648614354669
additive,linear,0.4,0.3,1.5,3.75,2,8,45,0.0767367082794
additive,linear,0.4,0.3,1.5,3.75,2,9,31,0.102509486665
additive,robust,0.4,0.3,1.5,3.75,2,1,501,0.0511975134974
additive,robust,0.4,0.3,1.5,3.75,2,2,355,0.0206400886934
additive,robust,0.4,0.3,1.5,3.75,2,3,251,0.0198497917217
additive,robust,0.4,0.3,1.5,3.75,2,4,177,0.0214208955983
additive,robust,0.4,0.3,1.5,3.75,2,5,125,0.0283433418684
additive,robust,0.4,0.3,1.5,3.75,2,6,89,0.0359518689606
additive,robust,0.4,0.3,1.5,3.75,2,7,63,0.0384524859881
additive,robust,0.4,0.3,1.5,3.75,2,8,45,0.0439346610364
additive,robust,0.4,0.3,1.5,3.75,2,9,31,0.0594203950436
additive,linear,0.4,0.3,2,5,0,1,501,0.0640709097516
additive,linear,0.4,0.3,2,5,0,2,355,0.041047159536
additive,linear,0.4,0.3,2,5,0,3,251,0.0514705283872
additive,linear,0.4,0.3,2,5,0,4,177,0.064059665853
additive,linear,0.4,0.3,2,5,0,5,125,0.071092573817
additive,linear,0.4,0.3,2,5,0,6,89,0.0750319699016
additive,linear,0.4,0.3,2,5,0,7,63,0.0861070890069
additive,linear,0.4,0.3,2,5,0,8,45,0.0987510585683
additive,linear,0.4,0.3,2,5,0,9,31,0.122310024993
additive,robust,0.4,0.3,2,5,0,1,501,0.0223576885209
additive,robust,0.4,0.3,2,5,0,2,355,0.0200575953631
additive,robust,0.4,0.3,2,5,0,3,251,0.0243674858462
additive,robust,0.4,0.3,2,5,0,4,177,0.0250640824766
additive,robust,0.4,0.3,2,5,0,5,125,0.0288606370546
additive,robust,0.4,0.3,2,5,0,6,89,0.0353657660636
additive,robust,0.4,0.3,2,5,0,7,63,0.0427413133943
additive,robust,0.4,0.3,2,5,0,8,45,0.0507692066734
additive,robust,0.4,0.3,2,5,0,9,31,0.066452622739
additive,linear,0.4,0.3,2,5,1,1,501,0.0404031386456
additive,linear,0.4,0.3,2,5,1,2,355,0.0428804659351
additive,linear,0.4,0.3,2,5,1,3,251,0.0577585286775
additive,linear,0.4,0.3,2,5,1,4,177,0.0645886496895
additive,linear,0.4,0.3,2,5,1,5,125,0.0750509875052
additive,linear,0.4,0.3,2,5,1,6,89,0.0837120731129
additive,linear,0.4,0.3,2,5,1,7,63,0.0979293539332
additive,linear,0.4,0.3,2,5,1,8,45,0.103362422164
additive,linear,0.4,0.3,2,5,1,9,31,0.132651842262
additive,robust,0.4,0.3,2,5,1,1,501,0.023974688701
additive,robust,0.4,0.3,2,5,1,2,355,0.0208196172927
additive,robust,0.4,0.3,2,5,1,3,251,0.0275455017779
additive,robust,0.4,0.3,2,5,1,4,177,0.0278852209523
additive,robust,0.4,0.3,2,5,1,5,125,0.0336493030804
additive,robust,0.4,0.3,2,5,1,6,89,0.0384051150126
additive,robust,0.4,0.3,2,5,1,7,63,0.0413173952494
additive,robust,0.4,0.3,2,5,1,8,45,0.0479178369018
additive,robust,0.4,0.3,2,5,1,9,31,0.0659028091472
additive,linear,0.4,0.3,2,5,2,1,501,0.110507706288
additive,linear,0.4,0.3,2,5,2,2,355,0.0449128165838
additive,linear,0.4,0.3,2,5,2,3,251,0.0436919826294
additive,linear,0.4,0.3,2,5,2,4,177,0.0455016885935
additive,linear,0.4,0.3,2,5,2,5,125,0.0675617547081
additive,linear,0.4,0.3,2,5,2,6,89,0.079440860035
additive,linear,0.4,0.3,2,5,2,7,63,0.0830263444655
additive,linear,0.4,0.3,2,5,2,8,45,0.100345191338
additive,linear,0.4,0.3,2,5,2,9,31,0.134866753086
additive,robust,0.4,0.3,2,5,2,1,501,0.054306702522
additive,robust,0.4,0.3,2,5,2,2,355,0.023114793775
additive,robust,0.4,0.3,2,5,2,3,251,0.0224730779541
additive,robust,0.4,0.3,2,5,2,4,177,0.0234721210879
additive,robust,0.4,0.3,2,5,2,5,125,0.0301881593915
additive,robust,0.4,0.3,2,5,2,6,89,0.0380022675655
additive,robust,0.4,0.3,2,5,2,7,63,0.0409743315206
additive,robust,0.4,0.3,2,5,2,8,45,0.0478903945088
additive,robust,0.4,0.3,2,5,2,9,31,0.065351533073
additive,linear,0.4,0.3,2.5,6.25,0,1,501,0.07972179456
additive,linear,0.4,0.3,2.5,6.25,0,2,355,0.050364473043
additive,linear,0.4,0.3,2.5,6.25,0,3,251,0.0632749674256
additive,linear,0.4,0.3,2.5,6.25,0,4,177,0.0795801795921
additive,linear,0.4,0.3,2.5,6.25,0,5,125,0.0872991737403
additive,linear,0.4,0.3,2.5,6.25,0,6,89,0.0912525233322
additive,linear,0.4,0.3,2.5,6.25,0,7,63,0.105541610345
additive,linear,0.4,0.3,2.5,6.25,0,8,45,0.121328009167
additive,linear,0.4,0.3,2.5,6.25,0,9,31,0.150499562535
additive,robust,0.4,0.3,2.5,6.25,0,1,501,0.0235494573558
additive,robust,0.4,0.3,2.5,6.25,0,2,355,0.0210572513224
additive,robust,0.4,0.3,2.5,6.25,0,3,251,0.0248482327343
additive,robust,0.4,0.3,2.5,6.25,0,4,177,0.0255776492628
additive,robust,0.4,0.3,2.5,6.25,0,5,125,0.0295108388747
additive,robust,0.4,0.3,2.5,6.25,0,6,89,0.0366752106485
additive,robust,0.4,0.3,2.5,6.25,0,7,63,0.0447087069021
additive,robust,0.4,0.3,2.5,6.25,0,8,45,0.0535274316816
additive,robust,0.4,0.3,2.5,6.25,0,9,31,0.0708717254042
additive,linear,0.4,0.3,2.5,6.25,1,1,501,0.0501618908645
additive,linear,0.4,0.3,2.5,6.25,1,2,355,0.0519666867311
additive,linear,0.4,0.3,2.5,6.25,1,3,251,0.070433365263
additive,linear,0.4,0.3,2.5,6.25,1,4,177,0.0794370387498
additive,linear,0.4,0.3,2.5,6.25,1,5,125,0.0925455617133
additive,linear,0.4,0.3,2.5,6.25,1,6,89,0.103759635534
additive,linear,0.4,0.3,2.5,6.25,1,7,63,0.122146306337
additive,linear,0.4,0.3,2.5,6.25,1,8,45,0.128138938246
additive,linear,0.4,0.3,2.5,6.25,1,9,31,0.164208675919
additive,robust,0.4,0.3,2.5,6.25,1,1,501,0.0254603793928
additive,robust,0.4,0.3,2.5,6.25,1,2,355,0.0218953336124
additive,robust,0.4,0.3,2.5,6.25,1,3,251,0.0287004865218
additive,robust,0.4,0.3,2.5,6.25,1,4,177,0.0287700701283
additive,robust,0.4,0.3,2.5,6.25,1,5,125,0.0348799853249
additive,robust,0.4,0.3,2.5,6.25,1,6,89,0.040283060958
additive,robust,0.4,0.3,2.5,6.25,1,7,63,0.0432527797095
additive,robust,0.4,0.3,2.5,6.25,1,8,45,0.050118399146
additive,robust,0.4,0.3,2.5,6.25,1,9,31,0.0702118876527
additive,linear,0.4,0.3,2.5,6.25,2,1,501,0.132699614881
additive,linear,0.4,0.3,2.5,6.25,2,2,355,0.0559318598685
additive,linear,0.4,0.3,2.5,6.25,2,3,251,0.0545078689733
additive,linear,0.4,0.3,2.5,6.25,2,4,177,0.0564870840278
additive,linear,0.4,0.3,2.5,6.25,2,5,125,0.0838855372643
additive,linear,0.4,0.3,2.5,6.25,2,6,89,0.0977194778043
additive,linear,0.4,0.3,2.5,6.25,2,7,63,0.10156768761
additive,linear,0.4,0.3,2.5,6.25,2,8,45,0.124340625072
additive,linear,0.4,0.3,2.5,6.25,2,9,31,0.167624054712
additive,robust,0.4,0.3,2.5,6.25,2,1,501,0.0566964273305
additive,robust,0.4,0.3,2.5,6.25,2,2,355,0.0250405841176
additive,robust,0.4,0.3,2.5,6.25,2,3,251,0.0245406989775
additive,robust,0.4,0.3,2.5,6.25,2,4,177,0.025024950525
additive,robust,0.4,0.3,2.5,6.25,2,5,125,0.0313883034565
additive,robust,0.4,0.3,2.5,6.25,2,6,89,0.0393102448619
additive,robust,0.4,0.3,2.5,6.25,2,7,63,0.0428713296159
additive,robust,0.4,0.3,2.5,6.25,2,8,45,0.051025306147
additive,robust,0.4,0.3,2.5,6.25,2,9,31,0.0699470649791
additive,linear,0.4,0.3,3,7.5,0,1,501,0.0955819149538
additive,linear,0.4,0.3,3,7.5,0,2,355,0.0597747768763
additive,linear,0.4,0.3,3,7.5,0,3,251,0.0751612612301
additive,linear,0.4,0.3,3,7.5,0,4,177,0.0951866724667
additive,linear,0.4,0.3,3,7.5,0,5,125,0.10362671579
additive,linear,0.4,0.3,3,7.5,0,6,89,0.107629591167
additive,linear,0.4,0.3,3,7.5,0,7,63,0.125138636618
additive,linear,0.4,0.3,3,7.5,0,8,45,0.144079407466
additive,linear,0.4,0.3,3,7.5,0,9,31,0.178930369456
additive,robust,0.4,0.3,3,7.5,0,1,501,0.0249745065038
additive,robust,0.4,0.3,3,7.5,0,2,355,0.0218307083995
additive,robust,0.4,0.3,3,7.5,0,3,251,0.0251465350445
additive,robust,0.4,0.3,3,7.5,0,4,177,0.0258743593677
additive,robust,0.4,0.3,3,7.5,0,5,125,0.0299700974151
additive,robust,0.4,0.3,3,7.5,0,6,89,0.0376675553475
additive,robust,0.4,0.3,3,7.5,0,7,63,0.0460923691141
additive,robust,0.4,0.3,3,7.5,0,8,45,0.0555085814311
additive,robust,0.4,0.3,3,7.5,0,9,31,0.074233263424
additive,linear,0.4,0.3,3,7.5,1,1,501,0.0600858513035
additive,linear,0.4,0.3,3,7.5,1,2,355,0.0611243712643
additive,linear,0.4,0.3,3,7.5,1,3,251,0.0831764615573
additive,linear,0.4,0.3,3,7.5,1,4,177,0.0943710113995
additive,linear,0.4,0.3,3,7.5,1,5,125,0.110126793699
additive,linear,0.4,0.3,3,7.5,1,6,89,0.123916187031
additive,linear,0.4,0.3,3,7.5,1,7,63,0.1465188396
additive,linear,0.4,0.3,3,7.5,1,8,45,0.153111311056
additive,linear,0.4,0.3,3,7.5,1,9,31,0.195965350254
additive,robust,0.4,0.3,3,7.5,1,1,501,0.0266829911069
additive,robust,0.4,0.3,3,7.5,1,2,355,0.0226931841788
additive,robust,0.4,0.3,3,7.5,1,3,251,0.0295986213392
additive,robust,0.4,0.3,3,7.5,1,4,177,0.029431866866
additive,robust,0.4,0.3,3,7.5,1,5,125,0.0357446009092
additive,robust,0.4,0.3,3,7.5,1,6,89,0.0416883893689
additive,robust,0.4,0.3,3,7.5,1,7,63,0.0447428800919
additive,robust,0.4,0.3,3,7.5,1,8,45,0.0517277233951
additive,robust,0.4,0.3,3,7.5,1,9,31,0.0734231767093
additive,linear,0.4,0.3,3,7.5,2,1,501,0.155108591739
additive,linear,0.4,0.3,3,7.5,2,2,355,0.0670037371323
additive,linear,0.4,0.3,3,7.5,2,3,251,0.0653999307571
additive,linear,0.4,0.3,3,7.5,2,4,177,0.0675742613422
additive,linear,0.4,0.3,3,7.5,2,5,125,0.100290334104
additive,linear,0.4,0.3,3,7.5,2,6,89,0.116138553866
additive,linear,0.4,0.3,3,7.5,2,7,63,0.120311552579
additive,linear,0.4,0.3,3,7.5,2,8,45,0.148535595913
additive,linear,0.4,0.3,3,7.5,2,9,31,0.200585499844
additive,robust,0.4,0.3,3,7.5,2,1,501,0.0588738454864
additive,robust,0.4,0.3,3,7.5,2,2,355,0.0265751977697
additive,robust,0.4,0.3,3,7.5,2,3,251,0.0261970203288
additive,robust,0.4,0.3,3,7.5,2,4,177,0.0262552795508
additive,robust,0.4,0.3,3,7.5,2,5,125,0.0322426845663
additive,robust,0.4,0.3,3,7.5,2,6,89,0.0402383287663
additive,robust,0.4,0.3,3,7.5,2,7,63,0.0443959301623
additive,robust,0.4,0.3,3,7.5,2,8,45,0.0535481056878
additive,robust,0.4,0.3,3,7.5,2,9,31,0.0737319450882
additive,linear,0.6,0.1,1,1.66666666667,0,1,501,0.037086253805
additive,linear,0.6,0.1,1,1.66666666667,0,2,355,0.0267623545059
additive,linear,0.6,0.1,1,1.66666666667,0,3,251,0.0272498119111
additive,linear,0.6,0.1,1,1.66666666667,0,4,177,0.025709021511
additive,linear,0.6,0.1,1,1.66666666667,0,5,125,0.0340115549971
additive,linear,0.6,0.1,1,1.66666666667,0,6,89,0.040946745318
additive,linear,0.6,0.1,1,1.66666666667,0,7,63,0.0438854510523
additive,linear,0.6,0.1,1,1.66666666667,0,8,45,0.0514822143484
additive,linear,0.6,0.1,1,1.66666666667,0,9,31,0.0648298734967
additive,robust,0.6,0.1,1,1.66666666667,0,1,501,0.030199033406
additive,robust,0.6,0.1,1,1.66666666667,0,2,355,0.0217266187129
additive,robust,0.6,0.1,1,1.66666666667,0,3,251,0.0246410923809
additive,robust,0.6,0.1,1,1.66666666667,0,4,177,0.023362379167
additive,robust,0.6,0.1,1,1.66666666667,0,5,125,0.0298397629295
additive,robust,0.6,0.1,1,1.66666666667,0,6,89,0.0375960229405
additive,robust,0.6,0.1,1,1.66666666667,0,7,63,0.0406612236031
additive,robust,0.6,0.1,1,1.66666666667,0,8,45,0.0458555868573
additive,robust,0.6,0.1,1,1.66666666667,0,9,31,0.0562581355772
additive,linear,0.6,0.1,1,1.66666666667,1,1,501,0.0263663640801
additive,linear,0.6,0.1,1,1.66666666667,1,2,355,0.0195085108719
additive,linear,0.6,0.1,1,1.66666666667,1,3,251,0.0233853825097
additive,linear,0.6,0.1,1,1.66666666667,1,4,177,0.0281869458263
additive,linear,0.6,0.1,1,1.66666666667,1,5,125,0.0335711073449
additive,linear,0.6,0.1,1,1.66666666667,1,6,89,0.034908458743
additive,linear,0.6,0.1,1,1.66666666667,1,7,63,0.0397512709716
additive,linear,0.6,0.1,1,1.66666666667,1,8,45,0.0471277946751
additive,linear,0.6,0.1,1,1.66666666667,1,9,31,0.0564197931484
additive,robust,0.6,0.1,1,1.66666666667,1,1,501,0.025905203754
additive,robust,0.6,0.1,1,1.66666666667,1,2,355,0.01697753496
additive,robust,0.6,0.1,1,1.66666666667,1,3,251,0.020480506585
additive,robust,0.6,0.1,1,1.66666666667,1,4,177,0.0242460817474
additive,robust,0.6,0.1,1,1.66666666667,1,5,125,0.0288764760407
additive,robust,0.6,0.1,1,1.66666666667,1,6,89,0.0317240765364
additive,robust,0.6,0.1,1,1.66666666667,1,7,63,0.0370919217598
additive,robust,0.6,0.1,1,1.66666666667,1,8,45,0.0438939763358
additive,robust,0.6,0.1,1,1.66666666667,1,9,31,0.0517637479215
additive,linear,0.6,0.1,1,1.66666666667,2,1,501,0.0522374642123
additive,linear,0.6,0.1,1,1.66666666667,2,2,355,0.0150659720644
additive,linear,0.6,0.1,1,1.66666666667,2,3,251,0.0189015126071
additive,linear,0.6,0.1,1,1.66666666667,2,4,177,0.0227159119583
additive,linear,0.6,0.1,1,1.66666666667,2,5,125,0.0246912417297
additive,linear,0.6,0.1,1,1.66666666667,2,6,89,0.0318611569758
additive,linear,0.6,0.1,1,1.66666666667,2,7,63,0.0372750374542
additive,linear,0.6,0.1,1,1.66666666667,2,8,45,0.0387658222413
additive,linear,0.6,0.1,1,1.66666666667,2,9,31,0.0520288780516
additive,robust,0.6,0.1,1,1.66666666667,2,1,501,0.0446925000818
additive,robust,0.6,0.1,1,1.66666666667,2,2,355,0.0143230897583
additive,robust,0.6,0.1,1,1.66666666667,2,3,251,0.0174304670386
additive,robust,0.6,0.1,1,1.66666666667,2,4,177,0.0205396390557
additive,robust,0.6,0.1,1,1.66666666667,2,5,125,0.0223365721731
additive,robust,0.6,0.1,1,1.66666666667,2,6,89,0.0298699162882
additive,robust,0.6,0.1,1,1.66666666667,2,7,63,0.035446639172
additive,robust,0.6,0.1,1,1.66666666667,2,8,45,0.0365504545706
additive,robust,0.6,0.1,1,1.66666666667,2,9,31,0.0472161567903
