model,method,sigma,contamination_probability,contamination_scale,scale_ratio,repeat,stage,window_size,rmse
masked,robust,0.4,0.25,1.5,3.75,2,3,251,0.0187431032443
masked,robust,0.4,0.25,1.5,3.75,2,4,177,0.0216378082035
masked,robust,0.4,0.25,1.5,3.75,2,5,125,0.0299601650394
masked,robust,0.4,0.25,1.5,3.75,2,6,89,0.0350632166445
masked,robust,0.4,0.25,1.5,3.75,2,7,63,0.036639650498
masked,robust,0.4,0.25,1.5,3.75,2,8,45,0.0379349912197
masked,robust,0.4,0.25,1.5,3.75,2,9,31,0.0528519313992
masked,linear,0.4,0.25,2,5,0,1,501,0.0839512938865
masked,linear,0.4,0.25,2,5,0,2,355,0.0491848590616
masked,linear,0.4,0.25,2,5,0,3,251,0.0501626449401
masked,linear,0.4,0.25,2,5,0,4,177,0.0643085845759
masked,linear,0.4,0.25,2,5,0,5,125,0.0717121146262
masked,linear,0.4,0.25,2,5,0,6,89,0.0715304484583
masked,linear,0.4,0.25,2,5,0,7,63,0.0792085217784
masked,linear,0.4,0.25,2,5,0,8,45,0.0909844972836
masked,linear,0.4,0.25,2,5,0,9,31,0.11720065069
masked,robust,0.4,0.25,2,5,0,1,501,0.0314809199929
masked,robust,0.4,0.25,2,5,0,2,355,0.022458725265
masked,robust,0.4,0.25,2,5,0,3,251,0.0231660725634
masked,robust,0.4,0.25,2,5,0,4,177,0.0243514548892
masked,robust,0.4,0.25,2,5,0,5,125,0.0283637363215
masked,robust,0.4,0.25,2,5,0,6,89,0.033538373391
masked,robust,0.4,0.25,2,5,0,7,63,0.0388632388496
masked,robust,0.4,0.25,2,5,0,8,45,0.0456692455951
masked,robust,0.4,0.25,2,5,0,9,31,0.0625945332354
masked,linear,0.4,0.25,2,5,1,1,501,0.122185227597
masked,linear,0.4,0.25,2,5,1,2,355,0.0461497401123
masked,linear,0.4,0.25,2,5,1,3,251,0.0457072402161
masked,linear,0.4,0.25,2,5,1,4,177,0.0486158340694
masked,linear,0.4,0.25,2,5,1,5,125,0.059567526421
masked,linear,0.4,0.25,2,5,1,6,89,0.0735616133311
masked,linear,0.4,0.25,2,5,1,7,63,0.0909367019416
masked,linear,0.4,0.25,2,5,1,8,45,0.0985814072895
masked,linear,0.4,0.25,2,5,1,9,31,0.126833182051
masked,robust,0.4,0.25,2,5,1,1,501,0.0419426768441
masked,robust,0.4,0.25,2,5,1,2,355,0.0195601999767
masked,robust,0.4,0.25,2,5,1,3,251,0.0233773245907
masked,robust,0.4,0.25,2,5,1,4,177,0.0236741668981
masked,robust,0.4,0.25,2,5,1,5,125,0.0275617396446
masked,robust,0.4,0.25,2,5,1,6,89,0.0319112085913
masked,robust,0.4,0.25,2,5,1,7,63,0.0384474231849
masked,robust,0.4,0.25,2,5,1,8,45,0.0455541139042
masked,robust,0.4,0.25,2,5,1,9,31,0.0601139774791
masked,linear,0.4,0.25,2,5,2,1,501,0.0517034030964
masked,linear,0.4,0.25,2,5,2,2,355,0.041130880272
masked,linear,0.4,0.25,2,5,2,3,251,0.0457239936278
masked,linear,0.4,0.25,2,5,2,4,177,0.054733406926
masked,linear,0.4,0.25,2,5,2,5,125,0.0750177106282
masked,linear,0.4,0.25,2,5,2,6,89,0.0768827120732
masked,linear,0.4,0.25,2,5,2,7,63,0.0777931027192
masked,linear,0.4,0.25,2,5,2,8,45,0.0904689523086
masked,linear,0.4,0.25,2,5,2,9,31,0.122196773057
masked,robust,0.4,0.25,2,5,2,1,501,0.0248993023927
masked,robust,0.4,0.25,2,5,2,2,355,0.0202459973539
masked,robust,0.4,0.25,2,5,2,3,251,0.0199036381509
masked,robust,0.4,0.25,2,5,2,4,177,0.0221909070265
masked,robust,0.4,0.25,2,5,2,5,125,0.0307263972798
masked,robust,0.4,0.25,2,5,2,6,89,0.036050020609
masked,robust,0.4,0.25,2,5,2,7,63,0.0379012327687
masked,robust,0.4,0.25,2,5,2,8,45,0.0400927445316
masked,robust,0.4,0.25,2,5,2,9,31,0.0566389334541
masked,linear,0.4,0.25,2.5,6.25,0,1,501,0.0929072002147
masked,linear,0.4,0.25,2.5,6.25,0,2,355,0.0574978487987
masked,linear,0.4,0.25,2.5,6.25,0,3,251,0.0599868803602
masked,linear,0.4,0.25,2.5,6.25,0,4,177,0.0776196329377
masked,linear,0.4,0.25,2.5,6.25,0,5,125,0.0861870504397
masked,linear,0.4,0.25,2.5,6.25,0,6,89,0.0857516042889
masked,linear,0.4,0.25,2.5,6.25,0,7,63,0.0958514735005
masked,linear,0.4,0.25,2.5,6.25,0,8,45,0.111176798814
masked,linear,0.4,0.25,2.5,6.25,0,9,31,0.143649391862
masked,robust,0.4,0.25,2.5,6.25,0,1,501,0.0277734834424
masked,robust,0.4,0.25,2.5,6.25,0,2,355,0.0220844953409
masked,robust,0.4,0.25,2.5,6.25,0,3,251,0.0230736656127
masked,robust,0.4,0.25,2.5,6.25,0,4,177,0.0242365496485
masked,robust,0.4,0.25,2.5,6.25,0,5,125,0.0285772218631
masked,robust,0.4,0.25,2.5,6.25,0,6,89,0.0345651591472
masked,robust,0.4,0.25,2.5,6.25,0,7,63,0.0403889907028
masked,robust,0.4,0.25,2.5,6.25,0,8,45,0.0479930753747
masked,robust,0.4,0.25,2.5,6.25,0,9,31,0.0666076676268
masked,linear,0.4,0.25,2.5,6.25,1,1,501,0.137035848395
masked,linear,0.4,0.25,2.5,6.25,1,2,355,0.0529792672453
masked,linear,0.4,0.25,2.5,6.25,1,3,251,0.0555523330981
masked,linear,0.4,0.25,2.5,6.25,1,4,177,0.0601594514142
masked,linear,0.4,0.25,2.5,6.25,1,5,125,0.0736602189163
masked,linear,0.4,0.25,2.5,6.25,1,6,89,0.091179944681
masked,linear,0.4,0.25,2.5,6.25,1,7,63,0.11332631074
masked,linear,0.4,0.25,2.5,6.25,1,8,45,0.121995080725
masked,linear,0.4,0.25,2.5,6.25,1,9,31,0.15667557716
masked,robust,0.4,0.25,2.5,6.25,1,1,501,0.0384989550174
masked,robust,0.4,0.25,2.5,6.25,1,2,355,0.0196036721159
masked,robust,0.4,0.25,2.5,6.25,1,3,251,0.0239551769088
masked,robust,0.4,0.25,2.5,6.25,1,4,177,0.0242337446781
masked,robust,0.4,0.25,2.5,6.25,1,5,125,0.0285048882215
masked,robust,0.4,0.25,2.5,6.25,1,6,89,0.033409957143
masked,robust,0.4,0.25,2.5,6.25,1,7,63,0.0401767686382
masked,robust,0.4,0.25,2.5,6.25,1,8,45,0.0475338013728
masked,robust,0.4,0.25,2.5,6.25,1,9,31,0.0639419943669
masked,linear,0.4,0.25,2.5,6.25,2,1,501,0.0581377235321
masked,linear,0.4,0.25,2.5,6.25,2,2,355,0.0489966419732
masked,linear,0.4,0.25,2.5,6.25,2,3,251,0.0551928803901
masked,linear,0.4,0.25,2.5,6.25,2,4,177,0.0665265871962
masked,linear,0.4,0.25,2.5,6.25,2,5,125,0.0918043633643
masked,linear,0.4,0.25,2.5,6.25,2,6,89,0.0937140584738
masked,linear,0.4,0.25,2.5,6.25,2,7,63,0.0948786861419
masked,linear,0.4,0.25,2.5,6.25,2,8,45,0.112074632548
masked,linear,0.4,0.25,2.5,6.25,2,9,31,0.151371140616
masked,robust,0.4,0.25,2.5,6.25,2,1,501,0.0274059286221
masked,robust,0.4,0.25,2.5,6.25,2,2,355,0.0213122516966
masked,robust,0.4,0.25,2.5,6.25,2,3,251,0.0211506959691
masked,robust,0.4,0.25,2.5,6.25,2,4,177,0.0227478126231
masked,robust,0.4,0.25,2.5,6.25,2,5,125,0.0311552281015
masked,robust,0.4,0.25,2.5,6.25,2,6,89,0.0366169158279
masked,robust,0.4,0.25,2.5,6.25,2,7,63,0.0388362302276
masked,robust,0.4,0.25,2.5,6.25,2,8,45,0.0418356654476
masked,robust,0.4,0.25,2.5,6.25,2,9,31,0.0594621385736
masked,linear,0.4,0.25,3,7.5,0,1,501,0.103235025281
masked,linear,0.4,0.25,3,7.5,0,2,355,0.0662685649997
masked,linear,0.4,0.25,3,7.5,0,3,251,0.0700135588038
masked,linear,0.4,0.25,3,7.5,0,4,177,0.0911431943719
masked,linear,0.4,0.25,3,7.5,0,5,125,0.100848743363
masked,linear,0.4,0.25,3,7.5,0,6,89,0.100174015228
masked,linear,0.4,0.25,3,7.5,0,7,63,0.112731927326
masked,linear,0.4,0.25,3,7.5,0,8,45,0.131635767238
masked,linear,0.4,0.25,3,7.5,0,9,31,0.170431556794
masked,robust,0.4,0.25,3,7.5,0,1,501,0.0256016972846
masked,robust,0.4,0.25,3,7.5,0,2,355,0.021923519895
masked,robust,0.4,0.25,3,7.5,0,3,251,0.0229589391715
masked,robust,0.4,0.25,3,7.5,0,4,177,0.0240590459343
masked,robust,0.4,0.25,3,7.5,0,5,125,0.0286916843109
masked,robust,0.4,0.25,3,7.5,0,6,89,0.0353939025039
masked,robust,0.4,0.25,3,7.5,0,7,63,0.0415446057847
masked,robust,0.4,0.25,3,7.5,0,8,45,0.0497737693354
masked,robust,0.4,0.25,3,7.5,0,9,31,0.0698365813446
masked,linear,0.4,0.25,3,7.5,1,1,501,0.152085773566
masked,linear,0.4,0.25,3,7.5,1,2,355,0.0602783998153
masked,linear,0.4,0.25,3,7.5,1,3,251,0.0657436191929
masked,linear,0.4,0.25,3,7.5,1,4,177,0.0720227234
masked,linear,0.4,0.25,3,7.5,1,5,125,0.0879549094881
masked,linear,0.4,0.25,3,7.5,1,6,89,0.108934116541
masked,linear,0.4,0.25,3,7.5,1,7,63,0.135882560433
masked,linear,0.4,0.25,3,7.5,1,8,45,0.145622100716
masked,linear,0.4,0.25,3,7.5,1,9,31,0.186763055711
masked,robust,0.4,0.25,3,7.5,1,1,501,0.0359128793235
masked,robust,0.4,0.25,3,7.5,1,2,355,0.0197048217653
masked,robust,0.4,0.25,3,7.5,1,3,251,0.0244407960065
masked,robust,0.4,0.25,3,7.5,1,4,177,0.0247065662603
masked,robust,0.4,0.25,3,7.5,1,5,125,0.0291951851387
masked,robust,0.4,0.25,3,7.5,1,6,89,0.0345292724611
masked,robust,0.4,0.25,3,7.5,1,7,63,0.0413722308343
masked,robust,0.4,0.25,3,7.5,1,8,45,0.0488277403271
masked,robust,0.4,0.25,3,7.5,1,9,31,0.066696759165
masked,linear,0.4,0.25,3,7.5,2,1,501,0.0652434107971
masked,linear,0.4,0.25,3,7.5,2,2,355,0.0571774897673
masked,linear,0.4,0.25,3,7.5,2,3,251,0.0647915441185
masked,linear,0.4,0.25,3,7.5,2,4,177,0.0784788448172
masked,linear,0.4,0.25,3,7.5,2,5,125,0.10875845185
masked,linear,0.4,0.25,3,7.5,2,6,89,0.110811952964
masked,linear,0.4,0.25,3,7.5,2,7,63,0.112323425787
masked,linear,0.4,0.25,3,7.5,2,8,45,0.133990325688
masked,linear,0.4,0.25,3,7.5,2,9,31,0.180839233315
masked,robust,0.4,0.25,3,7.5,2,1,501,0.0302220498192
masked,robust,0.4,0.25,3,7.5,2,2,355,0.0223505881952
masked,robust,0.4,0.25,3,7.5,2,3,251,0.0223503883848
masked,robust,0.4,0.25,3,7.5,2,4,177,0.0233605800705
masked,robust,0.4,0.25,3,7.5,2,5,125,0.0315005358417
masked,robust,0.4,0.25,3,7.5,2,6,89,0.0370190497121
masked,robust,0.4,0.25,3,7.5,2,7,63,0.0395889572379
masked,robust,0.4,0.25,3,7.5,2,8,45,0.0433116500181
masked,robust,0.4,0.25,3,7.5,2,9,31,0.0618195560303
masked,linear,0.4,0.3,1,2.5,0,1,501,0.0825597554963
masked,linear,0.4,0.3,1,2.5,0,2,355,0.0386763181045
masked,linear,0.4,0.3,1,2.5,0,3,251,0.0366036228199
masked,linear,0.4,0.3,1,2.5,0,4,177,0.0442715899729
masked,linear,0.4,0.3,1,2.5,0,5,125,0.0474129407285
masked,linear,0.4,0.3,1,2.5,0,6,89,0.0481161724907
masked,linear,0.4,0.3,1,2.5,0,7,63,0.0536311870131
masked,linear,0.4,0.3,1,2.5,0,8,45,0.0588648063278
masked,linear,0.4,0.3,1,2.5,0,9,31,0.0698847599228
masked,robust,0.4,0.3,1,2.5,0,1,501,0.0525502180038
masked,robust,0.4,0.3,1,2.5,0,2,355,0.0282998897812
masked,robust,0.4,0.3,1,2.5,0,3,251,0.026249683118
masked,robust,0.4,0.3,1,2.5,0,4,177,0.0271362097701
masked,robust,0.4,0.3,1,2.5,0,5,125,0.0292293809725
masked,robust,0.4,0.3,1,2.5,0,6,89,0.0325413370382
masked,robust,0.4,0.3,1,2.5,0,7,63,0.038379736632
masked,robust,0.4,0.3,1,2.5,0,8,45,0.0435832962584
masked,robust,0.4,0.3,1,2.5,0,9,31,0.0541914945618
masked,linear,0.4,0.3,1,2.5,1,1,501,0.0919089772386
masked,linear,0.4,0.3,1,2.5,1,2,355,0.0414249718934
masked,linear,0.4,0.3,1,2.5,1,3,251,0.0366190131511
masked,linear,0.4,0.3,1,2.5,1,4,177,0.0348655246454
masked,linear,0.4,0.3,1,2.5,1,5,125,0.0380681251741
masked,linear,0.4,0.3,1,2.5,1,6,89,0.0429502039696
masked,linear,0.4,0.3,1,2.5,1,7,63,0.0500411909691
masked,linear,0.4,0.3,1,2.5,1,8,45,0.0552373567231
masked,linear,0.4,0.3,1,2.5,1,9,31,0.0719209526882
masked,robust,0.4,0.3,1,2.5,1,1,501,0.054950658925
masked,robust,0.4,0.3,1,2.5,1,2,355,0.0259110230976
masked,robust,0.4,0.3,1,2.5,1,3,251,0.0259905156114
masked,robust,0.4,0.3,1,2.5,1,4,177,0.0240687476087
masked,robust,0.4,0.3,1,2.5,1,5,125,0.0255555318817
masked,robust,0.4,0.3,1,2.5,1,6,89,0.028826262696
masked,robust,0.4,0.3,1,2.5,1,7,63,0.033609804884
masked,robust,0.4,0.3,1,2.5,1,8,45,0.039634472913
masked,robust,0.4,0.3,1,2.5,1,9,31,0.0514184499226
masked,linear,0.4,0.3,1,2.5,2,1,501,0.0666658397358
masked,linear,0.4,0.3,1,2.5,2,2,355,0.0337930826548
masked,linear,0.4,0.3,1,2.5,2,3,251,0.0293179923461
masked,linear,0.4,0.3,1,2.5,2,4,177,0.0316727634254
masked,linear,0.4,0.3,1,2.5,2,5,125,0.0427178273586
masked,linear,0.4,0.3,1,2.5,2,6,89,0.0490283646179
masked,linear,0.4,0.3,1,2.5,2,7,63,0.0509725029247
masked,linear,0.4,0.3,1,2.5,2,8,45,0.054688714918
masked,linear,0.4,0.3,1,2.5,2,9,31,0.0725066552586
masked,robust,0.4,0.3,1,2.5,2,1,501,0.038457302327
masked,robust,0.4,0.3,1,2.5,2,2,355,0.0223286514956
masked,robust,0.4,0.3,1,2.5,2,3,251,0.01919040119
masked,robust,0.4,0.3,1,2.5,2,4,177,0.0216234507377
masked,robust,0.4,0.3,1,2.5,2,5,125,0.0295375993304
masked,robust,0.4,0.3,1,2.5,2,6,89,0.036245604887
masked,robust,0.4,0.3,1,2.5,2,7,63,0.0383997506059
masked,robust,0.4,0.3,1,2.5,2,8,45,0.0402079009355
masked,robust,0.4,0.3,1,2.5,2,9,31,0.052342602984
masked,linear,0.4,0.3,1.5,3.75,0,1,501,0.0884122003421
masked,linear,0.4,0.3,1.5,3.75,0,2,355,0.0447860410315
masked,linear,0.4,0.3,1.5,3.75,0,3,251,0.0469394511754
masked,linear,0.4,0.3,1.5,3.75,0,4,177,0.0580889857814
masked,linear,0.4,0.3,1.5,3.75,0,5,125,0.0622186309437
masked,linear,0.4,0.3,1.5,3.75,0,6,89,0.0630651539864
masked,linear,0.4,0.3,1.5,3.75,0,7,63,0.0717099653088
masked,linear,0.4,0.3,1.5,3.75,0,8,45,0.0799588143912
masked,linear,0.4,0.3,1.5,3.75,0,9,31,0.0960035051693
masked,robust,0.4,0.3,1.5,3.75,0,1,501,0.0435515345531
masked,robust,0.4,0.3,1.5,3.75,0,2,355,0.0279862503119
masked,robust,0.4,0.3,1.5,3.75,0,3,251,0.02738771404
masked,robust,0.4,0.3,1.5,3.75,0,4,177,0.0278632104556
masked,robust,0.4,0.3,1.5,3.75,0,5,125,0.0303720764817
masked,robust,0.4,0.3,1.5,3.75,0,6,89,0.0345346653672
masked,robust,0.4,0.3,1.5,3.75,0,7,63,0.0415018797253
masked,robust,0.4,0.3,1.5,3.75,0,8,45,0.0480555424121
masked,robust,0.4,0.3,1.5,3.75,0,9,31,0.0616071144146
masked,linear,0.4,0.3,1.5,3.75,1,1,501,0.0999378948713
masked,linear,0.4,0.3,1.5,3.75,1,2,355,0.0475548545918
masked,linear,0.4,0.3,1.5,3.75,1,3,251,0.0469827846515
masked,linear,0.4,0.3,1.5,3.75,1,4,177,0.0470989775686
masked,linear,0.4,0.3,1.5,3.75,1,5,125,0.0538488562336
masked,linear,0.4,0.3,1.5,3.75,1,6,89,0.0620575459667
masked,linear,0.4,0.3,1.5,3.75,1,7,63,0.0731601885369
masked,linear,0.4,0.3,1.5,3.75,1,8,45,0.0786299249412
masked,linear,0.4,0.3,1.5,3.75,1,9,31,0.101924960937
masked,robust,0.4,0.3,1.5,3.75,1,1,501,0.0462073616714
masked,robust,0.4,0.3,1.5,3.75,1,2,355,0.0246317895375
masked,robust,0.4,0.3,1.5,3.75,1,3,251,0.0270692703264
masked,robust,0.4,0.3,1.5,3.75,1,4,177,0.0255923861359
masked,robust,0.4,0.3,1.5,3.75,1,5,125,0.028924426767
masked,robust,0.4,0.3,1.5,3.75,1,6,89,0.0334576997086
masked,robust,0.4,0.3,1.5,3.75,1,7,63,0.038515630137
masked,robust,0.4,0.3,1.5,3.75,1,8,45,0.0447056367816
masked,robust,0.4,0.3,1.5,3.75,1,9,31,0.0591396589634
masked,linear,0.4,0.3,1.5,3.75,2,1,501,0.082381455978
masked,linear,0.4,0.3,1.5,3.75,2,2,355,0.0417713262348
masked,linear,0.4,0.3,1.5,3.75,2,3,251,0.0388297096763
masked,linear,0.4,0.3,1.5,3.75,2,4,177,0.0410884840796
masked,linear,0.4,0.3,1.5,3.75,2,5,125,0.0574874386431
masked,linear,0.4,0.3,1.5,3.75,2,6,89,0.0654706902135
masked,linear,0.4,0.3,1.5,3.75,2,7,63,0.0673863541218
masked,linear,0.4,0.3,1.5,3.75,2,8,45,0.0765779924211
masked,linear,0.4,0.3,1.5,3.75,2,9,31,0.103169184218
masked,robust,0.4,0.3,1.5,3.75,2,1,501,0.0341429846905
masked,robust,0.4,0.3,1.5,3.75,2,2,355,0.0226419441676
masked,robust,0.4,0.3,1.5,3.75,2,3,251,0.0208558482237
masked,robust,0.4,0.3,1.5,3.75,2,4,177,0.0224782561403
masked,robust,0.4,0.3,1.5,3.75,2,5,125,0.031170211374
masked,robust,0.4,0.3,1.5,3.75,2,6,89,0.0386539146478
masked,robust,0.4,0.3,1.5,3.75,2,7,63,0.0410141203374
masked,robust,0.4,0.3,1.5,3.75,2,8,45,0.0446736481724
masked,robust,0.4,0.3,1.5,3.75,2,9,31,0.0594950886393
masked,linear,0.4,0.3,2,5,0,1,501,0.0966807943593
masked,linear,0.4,0.3,2,5,0,2,355,0.0519658958088
masked,linear,0.4,0.3,2,5,0,3,251,0.0579464099534
masked,linear,0.4,0.3,2,5,0,4,177,0.072710523971
masked,linear,0.4,0.3,2,5,0,5,125,0.077747591154
masked,linear,0.4,0.3,2,5,0,6,89,0.0787346214361
masked,linear,0.4,0.3,2,5,0,7,63,0.090578033497
masked,linear,0.4,0.3,2,5,0,8,45,0.101938384238
masked,linear,0.4,0.3,2,5,0,9,31,0.123389825435
masked,robust,0.4,0.3,2,5,0,1,501,0.0376556268867
masked,robust,0.4,0.3,2,5,0,2,355,0.0277500862656
masked,robust,0.4,0.3,2,5,0,3,251,0.0278219272123
masked,robust,0.4,0.3,2,5,0,4,177,0.0281024770657
masked,robust,0.4,0.3,2,5,0,5,125,0.0308206665237
masked,robust,0.4,0.3,2,5,0,6,89,0.0358874311913
masked,robust,0.4,0.3,2,5,0,7,63,0.0436577536143
masked,robust,0.4,0.3,2,5,0,8,45,0.0512097240028
masked,robust,0.4,0.3,2,5,0,9,31,0.0669022766807
masked,linear,0.4,0.3,2,5,1,1,501,0.108342965229
masked,linear,0.4,0.3,2,5,1,2,355,0.0545962467188
masked,linear,0.4,0.3,2,5,1,3,251,0.058364933742
masked,linear,0.4,0.3,2,5,1,4,177,0.0606474878111
masked,linear,0.4,0.3,2,5,1,5,125,0.0705791464338
masked,linear,0.4,0.3,2,5,1,6,89,0.0817824349284
masked,linear,0.4,0.3,2,5,1,7,63,0.0970525321457
masked,linear,0.4,0.3,2,5,1,8,45,0.102965302477
masked,linear,0.4,0.3,2,5,1,9,31,0.132946316798
masked,robust,0.4,0.3,2,5,1,1,501,0.0408001260652
masked,robust,0.4,0.3,2,5,1,2,355,0.0245781923321
masked,robust,0.4,0.3,2,5,1,3,251,0.0279635726681
masked,robust,0.4,0.3,2,5,1,4,177,0.0265379164508
masked,robust,0.4,0.3,2,5,1,5,125,0.0311493339427
masked,robust,0.4,0.3,2,5,1,6,89,0.0366898861129
masked,robust,0.4,0.3,2,5,1,7,63,0.0418582447687
masked,robust,0.4,0.3,2,5,1,8,45,0.0482070322327
masked,robust,0.4,0.3,2,5,1,9,31,0.0649026421995
masked,linear,0.4,0.3,2,5,2,1,501,0.100902562859
masked,linear,0.4,0.3,2,5,2,2,355,0.0509669593169
masked,linear,0.4,0.3,2,5,2,3,251,0.0489884962107
masked,linear,0.4,0.3,2,5,2,4,177,0.0512685697266
masked,linear,0.4,0.3,2,5,2,5,125,0.0730340572544
masked,linear,0.4,0.3,2,5,2,6,89,0.0828846383203
masked,linear,0.4,0.3,2,5,2,7,63,0.084969986559
masked,linear,0.4,0.3,2,5,2,8,45,0.099741269786
masked,linear,0.4,0.3,2,5,2,9,31,0.135123952306
masked,robust,0.4,0.3,2,5,2,1,501,0.0335901470296
masked,robust,0.4,0.3,2,5,2,2,355,0.0237022027762
masked,robust,0.4,0.3,2,5,2,3,251,0.0226323400932
masked,robust,0.4,0.3,2,5,2,4,177,0.0232572807217
masked,robust,0.4,0.3,2,5,2,5,125,0.0320565995239
masked,robust,0.4,0.3,2,5,2,6,89,0.0402202055211
masked,robust,0.4,0.3,2,5,2,7,63,0.0431150391602
masked,robust,0.4,0.3,2,5,2,8,45,0.0481433794536
masked,robust,0.4,0.3,2,5,2,9,31,0.0648022605089
masked,linear,0.4,0.3,2.5,6.25,0,1,501,0.106805850558
masked,linear,0.4,0.3,2.5,6.25,0,2,355,0.0598318656731
masked,linear,0.4,0.3,2.5,6.25,0,3,251,0.0693054705853
masked,linear,0.4,0.3,2.5,6.25,0,4,177,0.0877350771346
masked,linear,0.4,0.3,2.5,6.25,0,5,125,0.0936406782855
masked,linear,0.4,0.3,2.5,6.25,0,6,89,0.0947678582179
masked,linear,0.4,0.3,2.5,6.25,0,7,63,0.10982935538
masked,linear,0.4,0.3,2.5,6.25,0,8,45,0.124334757694
masked,linear,0.4,0.3,2.5,6.25,0,9,31,0.151357218916
masked,robust,0.4,0.3,2.5,6.25,0,1,501,0.034179509289
masked,robust,0.4,0.3,2.5,6.25,0,2,355,0.0276649169358
masked,robust,0.4,0.3,2.5,6.25,0,3,251,0.0279511860912
masked,robust,0.4,0.3,2.5,6.25,0,4,177,0.0281913610018
masked,robust,0.4,0.3,2.5,6.25,0,5,125,0.0311672792238
masked,robust,0.4,0.3,2.5,6.25,0,6,89,0.0369981399066
masked,robust,0.4,0.3,2.5,6.25,0,7,63,0.0452256173793
masked,robust,0.4,0.3,2.5,6.25,0,8,45,0.0535381384457
masked,robust,0.4,0.3,2.5,6.25,0,9,31,0.0709734192608
masked,linear,0.4,0.3,2.5,6.25,1,1,501,0.11704317984
masked,linear,0.4,0.3,2.5,6.25,1,2,355,0.062240550913
masked,linear,0.4,0.3,2.5,6.25,1,3,251,0.0702723447413
masked,linear,0.4,0.3,2.5,6.25,1,4,177,0.074799846779
masked,linear,0.4,0.3,2.5,6.25,1,5,125,0.0877173411317
masked,linear,0.4,0.3,2.5,6.25,1,6,89,0.101766413788
masked,linear,0.4,0.3,2.5,6.25,1,7,63,0.121261961146
masked,linear,0.4,0.3,2.5,6.25,1,8,45,0.127705641346
masked,linear,0.4,0.3,2.5,6.25,1,9,31,0.164410157533
masked,robust,0.4,0.3,2.5,6.25,1,1,501,0.0375364604944
masked,robust,0.4,0.3,2.5,6.25,1,2,355,0.0248757806969
masked,robust,0.4,0.3,2.5,6.25,1,3,251,0.0287305751949
masked,robust,0.4,0.3,2.5,6.25,1,4,177,0.0272234361375
masked,robust,0.4,0.3,2.5,6.25,1,5,125,0.0325823203879
masked,robust,0.4,0.3,2.5,6.25,1,6,89,0.0389461774238
masked,robust,0.4,0.3,2.5,6.25,1,7,63,0.04414617549
masked,robust,0.4,0.3,2.5,6.25,1,8,45,0.0506510823373
masked,robust,0.4,0.3,2.5,6.25,1,9,31,0.0694238954256
masked,linear,0.4,0.3,2.5,6.25,2,1,501,0.12094710784
masked,linear,0.4,0.3,2.5,6.25,2,2,355,0.0608303721434
masked,linear,0.4,0.3,2.5,6.25,2,3,251,0.0594636350851
masked,linear,0.4,0.3,2.5,6.25,2,4,177,0.0618366565764
masked,linear,0.4,0.3,2.5,6.25,2,5,125,0.0889512030616
masked,linear,0.4,0.3,2.5,6.25,2,6,89,0.100767735483
masked,linear,0.4,0.3,2.5,6.25,2,7,63,0.103126765374
masked,linear,0.4,0.3,2.5,6.25,2,8,45,0.12346356331
masked,linear,0.4,0.3,2.5,6.25,2,9,31,0.167633590906
masked,robust,0.4,0.3,2.5,6.25,2,1,501,0.035217805685
masked,robust,0.4,0.3,2.5,6.25,2,2,355,0.0249187871436
masked,robust,0.4,0.3,2.5,6.25,2,3,251,0.0242725596282
masked,robust,0.4,0.3,2.5,6.25,2,4,177,0.0240642495076
masked,robust,0.4,0.3,2.5,6.25,2,5,125,0.032611303719
masked,robust,0.4,0.3,2.5,6.25,2,6,89,0.0413031361669
masked,robust,0.4,0.3,2.5,6.25,2,7,63,0.0448583664878
masked,robust,0.4,0.3,2.5,6.25,2,8,45,0.0510098754632
masked,robust,0.4,0.3,2.5,6.25,2,9,31,0.0690792696893
masked,linear,0.4,0.3,3,7.5,0,1,501,0.118311699827
masked,linear,0.4,0.3,3,7.5,0,2,355,0.0681467749744
masked,linear,0.4,0.3,3,7.5,0,3,251,0.0808683965239
masked,linear,0.4,0.3,3,7.5,0,4,177,0.102986410075
masked,linear,0.4,0.3,3,7.5,0,5,125,0.109739801964
masked,linear,0.4,0.3,3,7.5,0,6,89,0.111007354094
masked,linear,0.4,0.3,3,7.5,0,7,63,0.12929284813
masked,linear,0.4,0.3,3,7.5,0,8,45,0.146957495106
masked,linear,0.4,0.3,3,7.5,0,9,31,0.17963448749
masked,robust,0.4,0.3,3,7.5,0,1,501,0.0323402541879
masked,robust,0.4,0.3,3,7.5,0,2,355,0.0277100580911
masked,robust,0.4,0.3,3,7.5,0,3,251,0.0279877934868
masked,robust,0.4,0.3,3,7.5,0,4,177,0.028231438836
masked,robust,0.4,0.3,3,7.5,0,5,125,0.0314947803272
masked,robust,0.4,0.3,3,7.5,0,6,89,0.0379499780556
masked,robust,0.4,0.3,3,7.5,0,7,63,0.0464050353348
masked,robust,0.4,0.3,3,7.5,0,8,45,0.0552882196153
masked,robust,0.4,0.3,3,7.5,0,9,31,0.0742184851748
masked,linear,0.4,0.3,3,7.5,1,1,501,0.125977404039
masked,linear,0.4,0.3,3,7.5,1,2,355,0.0702913384549
masked,linear,0.4,0.3,3,7.5,1,3,251,0.0824778327056
masked,linear,0.4,0.3,3,7.5,1,4,177,0.0892693205369
masked,linear,0.4,0.3,3,7.5,1,5,125,0.105064015673
masked,linear,0.4,0.3,3,7.5,1,6,89,0.121882106762
