model,method,sigma,contamination_probability,contamination_scale,scale_ratio,repeat,stage,window_size,rmse
masked,robust,0.2,0.2,1.2,6,0,9,31,0.0264669018309
masked,linear,0.2,0.2,1.2,6,1,1,501,0.0794577977299
masked,linear,0.2,0.2,1.2,6,1,2,355,0.0283554968178
masked,linear,0.2,0.2,1.2,6,1,3,251,0.0279260559948
masked,linear,0.2,0.2,1.2,6,1,4,177,0.0296235856504
masked,linear,0.2,0.2,1.2,6,1,5,125,0.034571830399
masked,linear,0.2,0.2,1.2,6,1,6,89,0.0395473919272
masked,linear,0.2,0.2,1.2,6,1,7,63,0.0473606762787
masked,linear,0.2,0.2,1.2,6,1,8,45,0.0536443873523
masked,linear,0.2,0.2,1.2,6,1,9,31,0.0658893874487
masked,robust,0.2,0.2,1.2,6,1,1,501,0.0395744285883
masked,robust,0.2,0.2,1.2,6,1,2,355,0.0112854198669
masked,robust,0.2,0.2,1.2,6,1,3,251,0.0125732549289
masked,robust,0.2,0.2,1.2,6,1,4,177,0.0129011607078
masked,robust,0.2,0.2,1.2,6,1,5,125,0.0146588878189
masked,robust,0.2,0.2,1.2,6,1,6,89,0.0163640131095
masked,robust,0.2,0.2,1.2,6,1,7,63,0.0195229123995
masked,robust,0.2,0.2,1.2,6,1,8,45,0.0228965630858
masked,robust,0.2,0.2,1.2,6,1,9,31,0.0296027833687
masked,linear,0.2,0.2,1.2,6,2,1,501,0.0452748947324
masked,linear,0.2,0.2,1.2,6,2,2,355,0.0266724120761
masked,linear,0.2,0.2,1.2,6,2,3,251,0.031279228403
masked,linear,0.2,0.2,1.2,6,2,4,177,0.0320442210851
masked,linear,0.2,0.2,1.2,6,2,5,125,0.0341831135415
masked,linear,0.2,0.2,1.2,6,2,6,89,0.0355838317758
masked,linear,0.2,0.2,1.2,6,2,7,63,0.0412507968804
masked,linear,0.2,0.2,1.2,6,2,8,45,0.0472954136359
masked,linear,0.2,0.2,1.2,6,2,9,31,0.0628169180276
masked,robust,0.2,0.2,1.2,6,2,1,501,0.0181253375186
masked,robust,0.2,0.2,1.2,6,2,2,355,0.0123165637028
masked,robust,0.2,0.2,1.2,6,2,3,251,0.0117613976719
masked,robust,0.2,0.2,1.2,6,2,4,177,0.0114955430822
masked,robust,0.2,0.2,1.2,6,2,5,125,0.0126534194762
masked,robust,0.2,0.2,1.2,6,2,6,89,0.0162945424009
masked,robust,0.2,0.2,1.2,6,2,7,63,0.0190215147248
masked,robust,0.2,0.2,1.2,6,2,8,45,0.0191701984295
masked,robust,0.2,0.2,1.2,6,2,9,31,0.0270057402663
masked,linear,0.2,0.2,1.6,8,0,1,501,0.0776761117081
masked,linear,0.2,0.2,1.6,8,0,2,355,0.0425109435483
masked,linear,0.2,0.2,1.6,8,0,3,251,0.0361932137361
masked,linear,0.2,0.2,1.6,8,0,4,177,0.0382894019595
masked,linear,0.2,0.2,1.6,8,0,5,125,0.0462907565252
masked,linear,0.2,0.2,1.6,8,0,6,89,0.0512744665591
masked,linear,0.2,0.2,1.6,8,0,7,63,0.0558970105289
masked,linear,0.2,0.2,1.6,8,0,8,45,0.0629828385694
masked,linear,0.2,0.2,1.6,8,0,9,31,0.0797509911745
masked,robust,0.2,0.2,1.6,8,0,1,501,0.0223798107426
masked,robust,0.2,0.2,1.6,8,0,2,355,0.0138148408858
masked,robust,0.2,0.2,1.6,8,0,3,251,0.0119527744496
masked,robust,0.2,0.2,1.6,8,0,4,177,0.0103487497126
masked,robust,0.2,0.2,1.6,8,0,5,125,0.0124338197608
masked,robust,0.2,0.2,1.6,8,0,6,89,0.0151139473003
masked,robust,0.2,0.2,1.6,8,0,7,63,0.0165488104413
masked,robust,0.2,0.2,1.6,8,0,8,45,0.0199062434546
masked,robust,0.2,0.2,1.6,8,0,9,31,0.0280684541872
masked,linear,0.2,0.2,1.6,8,1,1,501,0.0883185441318
masked,linear,0.2,0.2,1.6,8,1,2,355,0.0342865676756
masked,linear,0.2,0.2,1.6,8,1,3,251,0.0353903767287
masked,linear,0.2,0.2,1.6,8,1,4,177,0.0378088587282
masked,linear,0.2,0.2,1.6,8,1,5,125,0.0447918496199
masked,linear,0.2,0.2,1.6,8,1,6,89,0.0518226441645
masked,linear,0.2,0.2,1.6,8,1,7,63,0.0625238795619
masked,linear,0.2,0.2,1.6,8,1,8,45,0.0702853254463
masked,linear,0.2,0.2,1.6,8,1,9,31,0.0862003709923
masked,robust,0.2,0.2,1.6,8,1,1,501,0.0361847776918
masked,robust,0.2,0.2,1.6,8,1,2,355,0.0111114571904
masked,robust,0.2,0.2,1.6,8,1,3,251,0.0127353187825
masked,robust,0.2,0.2,1.6,8,1,4,177,0.0131399995509
masked,robust,0.2,0.2,1.6,8,1,5,125,0.0151646779244
masked,robust,0.2,0.2,1.6,8,1,6,89,0.0171971554962
masked,robust,0.2,0.2,1.6,8,1,7,63,0.0205213389907
masked,robust,0.2,0.2,1.6,8,1,8,45,0.0238692155649
masked,robust,0.2,0.2,1.6,8,1,9,31,0.0312839307834
masked,linear,0.2,0.2,1.6,8,2,1,501,0.0518837765541
masked,linear,0.2,0.2,1.6,8,2,2,355,0.0319072010971
masked,linear,0.2,0.2,1.6,8,2,3,251,0.0389513502223
masked,linear,0.2,0.2,1.6,8,2,4,177,0.0403464584346
masked,linear,0.2,0.2,1.6,8,2,5,125,0.0437510508663
masked,linear,0.2,0.2,1.6,8,2,6,89,0.0453812029902
masked,linear,0.2,0.2,1.6,8,2,7,63,0.0530918816081
masked,linear,0.2,0.2,1.6,8,2,8,45,0.0625660681355
masked,linear,0.2,0.2,1.6,8,2,9,31,0.0828347726493
masked,robust,0.2,0.2,1.6,8,2,1,501,0.0177979559918
masked,robust,0.2,0.2,1.6,8,2,2,355,0.0121082706682
masked,robust,0.2,0.2,1.6,8,2,3,251,0.012000926027
masked,robust,0.2,0.2,1.6,8,2,4,177,0.0116130230467
masked,robust,0.2,0.2,1.6,8,2,5,125,0.0125792091983
masked,robust,0.2,0.2,1.6,8,2,6,89,0.0163519975158
masked,robust,0.2,0.2,1.6,8,2,7,63,0.0192259482419
masked,robust,0.2,0.2,1.6,8,2,8,45,0.019745070239
masked,robust,0.2,0.2,1.6,8,2,9,31,0.0281975293443
masked,linear,0.2,0.2,2,10,0,1,501,0.0873788103357
masked,linear,0.2,0.2,2,10,0,2,355,0.0508671147735
masked,linear,0.2,0.2,2,10,0,3,251,0.0432981526383
masked,linear,0.2,0.2,2,10,0,4,177,0.0455744965558
masked,linear,0.2,0.2,2,10,0,5,125,0.0556578172682
masked,linear,0.2,0.2,2,10,0,6,89,0.0619740779399
masked,linear,0.2,0.2,2,10,0,7,63,0.0680415024878
masked,linear,0.2,0.2,2,10,0,8,45,0.0774497332832
masked,linear,0.2,0.2,2,10,0,9,31,0.0986062677252
masked,robust,0.2,0.2,2,10,0,1,501,0.0204765545308
masked,robust,0.2,0.2,2,10,0,2,355,0.0136899221279
masked,robust,0.2,0.2,2,10,0,3,251,0.0119138556642
masked,robust,0.2,0.2,2,10,0,4,177,0.0101847223009
masked,robust,0.2,0.2,2,10,0,5,125,0.0125313365782
masked,robust,0.2,0.2,2,10,0,6,89,0.0154000339223
masked,robust,0.2,0.2,2,10,0,7,63,0.0167353092793
masked,robust,0.2,0.2,2,10,0,8,45,0.0205303679838
masked,robust,0.2,0.2,2,10,0,9,31,0.0293628539199
masked,linear,0.2,0.2,2,10,1,1,501,0.0975530317084
masked,linear,0.2,0.2,2,10,1,2,355,0.0409946988893
masked,linear,0.2,0.2,2,10,1,3,251,0.0432446970632
masked,linear,0.2,0.2,2,10,1,4,177,0.0463736604336
masked,linear,0.2,0.2,2,10,1,5,125,0.0552938733796
masked,linear,0.2,0.2,2,10,1,6,89,0.0642833422259
masked,linear,0.2,0.2,2,10,1,7,63,0.0778682696507
masked,linear,0.2,0.2,2,10,1,8,45,0.0871458221333
masked,linear,0.2,0.2,2,10,1,9,31,0.106794484533
masked,robust,0.2,0.2,2,10,1,1,501,0.0337215304393
masked,robust,0.2,0.2,2,10,1,2,355,0.010980012878
masked,robust,0.2,0.2,2,10,1,3,251,0.0128387250935
masked,robust,0.2,0.2,2,10,1,4,177,0.0133408645503
masked,robust,0.2,0.2,2,10,1,5,125,0.0155111858636
masked,robust,0.2,0.2,2,10,1,6,89,0.0177656172074
masked,robust,0.2,0.2,2,10,1,7,63,0.0211264213301
masked,robust,0.2,0.2,2,10,1,8,45,0.0244549879325
masked,robust,0.2,0.2,2,10,1,9,31,0.032512945615
masked,linear,0.2,0.2,2,10,2,1,501,0.0598204534384
masked,linear,0.2,0.2,2,10,2,2,355,0.0376447064176
masked,linear,0.2,0.2,2,10,2,3,251,0.0467814545756
masked,linear,0.2,0.2,2,10,2,4,177,0.0488912459954
masked,linear,0.2,0.2,2,10,2,5,125,0.0536210328483
masked,linear,0.2,0.2,2,10,2,6,89,0.0555538560627
masked,linear,0.2,0.2,2,10,2,7,63,0.0653353488538
masked,linear,0.2,0.2,2,10,2,8,45,0.0781546478445
masked,linear,0.2,0.2,2,10,2,9,31,0.103164607032
masked,robust,0.2,0.2,2,10,2,1,501,0.0185898426144
masked,robust,0.2,0.2,2,10,2,2,355,0.012179543205
masked,robust,0.2,0.2,2,10,2,3,251,0.0124654827219
masked,robust,0.2,0.2,2,10,2,4,177,0.0120108502481
masked,robust,0.2,0.2,2,10,2,5,125,0.0127056704998
masked,robust,0.2,0.2,2,10,2,6,89,0.0164631500669
masked,robust,0.2,0.2,2,10,2,7,63,0.0194219916777
masked,robust,0.2,0.2,2,10,2,8,45,0.0203175142409
masked,robust,0.2,0.2,2,10,2,9,31,0.0292800467854
masked,linear,0.2,0.2,2.4,12,0,1,501,0.0978961636206
masked,linear,0.2,0.2,2.4,12,0,2,355,0.0595424489237
masked,linear,0.2,0.2,2.4,12,0,3,251,0.0505431960144
masked,linear,0.2,0.2,2.4,12,0,4,177,0.0530242062274
masked,linear,0.2,0.2,2.4,12,0,5,125,0.0651565892313
masked,linear,0.2,0.2,2.4,12,0,6,89,0.0727939918188
masked,linear,0.2,0.2,2.4,12,0,7,63,0.0803321118258
masked,linear,0.2,0.2,2.4,12,0,8,45,0.092066844476
masked,linear,0.2,0.2,2.4,12,0,9,31,0.117637761338
masked,robust,0.2,0.2,2.4,12,0,1,501,0.0194154659892
masked,robust,0.2,0.2,2.4,12,0,2,355,0.0136358944758
masked,robust,0.2,0.2,2.4,12,0,3,251,0.0119234470393
masked,robust,0.2,0.2,2.4,12,0,4,177,0.0101030857651
masked,robust,0.2,0.2,2.4,12,0,5,125,0.0126700958936
masked,robust,0.2,0.2,2.4,12,0,6,89,0.0157644890538
masked,robust,0.2,0.2,2.4,12,0,7,63,0.0170487306146
masked,robust,0.2,0.2,2.4,12,0,8,45,0.0211337610142
masked,robust,0.2,0.2,2.4,12,0,9,31,0.0304496121027
masked,linear,0.2,0.2,2.4,12,1,1,501,0.107064596828
masked,linear,0.2,0.2,2.4,12,1,2,355,0.0481562461363
masked,linear,0.2,0.2,2.4,12,1,3,251,0.0513102307604
masked,linear,0.2,0.2,2.4,12,1,4,177,0.0551414234293
masked,linear,0.2,0.2,2.4,12,1,5,125,0.0659433042845
masked,linear,0.2,0.2,2.4,12,1,6,89,0.0768393201872
masked,linear,0.2,0.2,2.4,12,1,7,63,0.0933044981035
masked,linear,0.2,0.2,2.4,12,1,8,45,0.104119269691
masked,linear,0.2,0.2,2.4,12,1,9,31,0.127534643454
masked,robust,0.2,0.2,2.4,12,1,1,501,0.0317514264936
masked,robust,0.2,0.2,2.4,12,1,2,355,0.0108616174855
masked,robust,0.2,0.2,2.4,12,1,3,251,0.012890025529
masked,robust,0.2,0.2,2.4,12,1,4,177,0.0135160664342
masked,robust,0.2,0.2,2.4,12,1,5,125,0.0157873650207
masked,robust,0.2,0.2,2.4,12,1,6,89,0.0181707313821
masked,robust,0.2,0.2,2.4,12,1,7,63,0.0215073234201
masked,robust,0.2,0.2,2.4,12,1,8,45,0.0248098671027
masked,robust,0.2,0.2,2.4,12,1,9,31,0.0333267325384
masked,linear,0.2,0.2,2.4,12,2,1,501,0.0686257767403
masked,linear,0.2,0.2,2.4,12,2,2,355,0.0436873080447
masked,linear,0.2,0.2,2.4,12,2,3,251,0.0547017417793
masked,linear,0.2,0.2,2.4,12,2,4,177,0.0575706851205
masked,linear,0.2,0.2,2.4,12,2,5,125,0.0636527091868
masked,linear,0.2,0.2,2.4,12,2,6,89,0.0659283027209
masked,linear,0.2,0.2,2.4,12,2,7,63,0.0777914390839
masked,linear,0.2,0.2,2.4,12,2,8,45,0.0939029522659
masked,linear,0.2,0.2,2.4,12,2,9,31,0.123652638238
masked,robust,0.2,0.2,2.4,12,2,1,501,0.0197662171596
masked,robust,0.2,0.2,2.4,12,2,2,355,0.01228768221
masked,robust,0.2,0.2,2.4,12,2,3,251,0.0129077384222
masked,robust,0.2,0.2,2.4,12,2,4,177,0.012451888727
masked,robust,0.2,0.2,2.4,12,2,5,125,0.0128998829115
masked,robust,0.2,0.2,2.4,12,2,6,89,0.016585293394
masked,robust,0.2,0.2,2.4,12,2,7,63,0.0196057322617
masked,robust,0.2,0.2,2.4,12,2,8,45,0.0208617322091
masked,robust,0.2,0.2,2.4,12,2,9,31,0.030282837621
