t,clean,contaminated,additive_observation,clean_linear_1,additive_linear_1,clean_robust_1,additive_robust_1,masked_observation,masked_linear_1,masked_robust_1
0.901901901902,-0.0613990167497,0,-0.0115594361473,-0.0756346593897,-0.00146511061801,-0.0762085600534,-0.0694572264391,-0.0115594361473,0.0146394083676,-0.0627362038552
0.902902902903,-0.0874384881674,0,-0.678554221474,-0.0763612200198,-0.00370009200367,-0.0769558932605,-0.071030460985,-0.678554221474,0.0125606122396,-0.0642328511742
0.903903903904,-0.11106230185,1,1.02813383409,-0.0770713652938,-0.00585862199954,-0.077687219635,-0.0725200959484,1.13919613594,0.0105577424499,-0.0656465598222
0.904904904905,-0.13504244744,0,-0.0505778356236,-0.0777627208414,-0.00810446357643,-0.0784001212258,-0.074108746882,-0.0505778356236,0.00845637413221,-0.0671685537937
0.905905905906,-0.157032667761,0,-0.630478223989,-0.0784328810275,-0.0103341046548,-0.0790921511234,-0.0756850962086,-0.630478223989,0.00637068126165,-0.0686788106774
0.906906906907,-0.179275013995,0,-0.267424138792,-0.0790796336587,-0.012491716483,-0.0797610646071,-0.0771828189392,-0.267424138792,0.00435649258983,-0.0701110571813
0.907907907908,-0.201589157809,0,-1.05405778436,-0.0797007447325,-0.0146120653877,-0.080404577606,-0.0786426553268,-1.05405778436,0.00237904179021,-0.0715060907224
0.908908908909,-0.225037185931,0,-0.801176206653,-0.0802939761655,-0.0166197711432,-0.0810204224422,-0.0799832858904,-0.801176206653,0.000513709088292,-0.0727827264469
0.90990990991,-0.24912284772,0,-0.321030206173,-0.0808569842229,-0.0185391069936,-0.0816062460269,-0.081228059526,-0.321030206173,-0.00126377875984,-0.0739641770396
0.910910910911,-0.271443376736,0,-0.792864691362,-0.0813873670778,-0.020416214161,-0.0821596224172,-0.0824291223852,-0.792864691362,-0.00299956297634,-0.0751025310976
0.911911911912,-0.292466162775,0,-0.719965074399,-0.0818828946326,-0.0222058455514,-0.0826782969168,-0.0835353279257,-0.719965074399,-0.00464839646719,-0.0761468114452
0.912912912913,-0.308318304397,0,-0.36234580117,-0.0823414626011,-0.0239150089012,-0.0831601445183,-0.0845541329709,-0.36234580117,-0.00621728696881,-0.0771043549599
0.913913913914,-0.318783969723,0,-1.20304213374,-0.0827614630357,-0.0255779865998,-0.0836035432998,-0.0855247128788,-1.20304213374,-0.00774053578701,-0.078014271306
0.914914914915,-0.32620992412,0,-0.0283016080257,-0.0831418045924,-0.0271140080868,-0.0840073933916,-0.0863642988764,-0.0283016080257,-0.00913740968177,-0.0787941192815
0.915915915916,-0.33081546257,0,-0.00972772167946,-0.0834816877584,-0.0286359119718,-0.0843708807243,-0.0871948661071,-0.00972772167946,-0.0105207656671,-0.079565614809
0.916916916917,-0.334573704286,0,-0.103987331877,-0.0837805847341,-0.0301453551758,-0.0846934617477,-0.0880185254861,-0.103987331877,-0.011892260664,-0.0803308867349
0.917917917918,-0.339052117899,0,0.296386500541,-0.084038051473,-0.031633211653,-0.0849746802886,-0.0888241176864,0.296386500541,-0.0132427686267,-0.0810787295945
0.918918918919,-0.346459928344,0,-0.775953668357,-0.0842535787074,-0.0331378881104,-0.0852140126357,-0.0896581827558,-0.775953668357,-0.0146106962622,-0.0818556620673
0.91991991992,-0.355718435508,0,0.518095054976,-0.0844263813124,-0.0345564431827,-0.0854106700383,-0.090399112281,0.518095054976,-0.0158931022051,-0.0825402701881
0.920920920921,-0.36682580509,0,-0.850541374533,-0.0845555028203,-0.0360130769951,-0.0855636868102,-0.0911924611193,-0.850541374533,-0.0172142141644,-0.083278042076
0.921921921922,-0.379501016459,1,0.579530612446,-0.0846398159929,-0.0373763756517,-0.0856719270091,-0.0918853201302,0.959031628905,-0.0184426732566,-0.0839162225379
0.922922922923,-0.39287717541,0,0.363478763061,-0.0846780499048,-0.0387838170294,-0.0857341156633,-0.0926371155841,0.363478763061,-0.019752416594,-0.08464892935
0.923923923924,-0.403038554318,0,0.325471088204,-0.0846688724059,-0.0402147047374,-0.0857489187055,-0.093425092368,0.325471088204,-0.0210863159796,-0.085418597273
0.924924924925,-0.412859016955,0,-0.1563485096,-0.0846112646925,-0.0416652781952,-0.0857153138603,-0.0942450077886,-0.1563485096,-0.0224406108328,-0.0862208948782
